libglapi-mesa:armhf	22.3.6-1+deb12u2
libgles2:armhf	1.6.0-1
libglib2.0-0:armhf	2.74.6-2+deb12u9
libglib2.0-bin	2.74.6-2+deb12u9
libglib2.0-data	2.74.6-2+deb12u9
libglvnd0:armhf	1.6.0-1
libglx-mesa0:armhf	22.3.6-1+deb12u2
libglx0:armhf	1.6.0-1
libgme0:armhf	0.6.3-6
libgmp10:armhf	2:6.2.1+dfsg1-1.1
libgnutls30:armhf	3.7.9-2+deb12u7
libgoffice-0.10-10	0.10.55-1
libgoffice-0.10-10-common	0.10.55-1
libgomp1:armhf	12.2.0-14+deb12u1
libgpg-error0:armhf	1.46-1
libgpiod2:armhf	1.6.3-1+b3
libgpm2:armhf	1.20.7-10+b1
libgraphite2-3:armhf	1.3.14-1+deb12u1
libgs-common	10.0.0~dfsg-11+deb12u8
libgs10:armhf	10.0.0~dfsg-11+deb12u8
libgs10-common	10.0.0~dfsg-11+deb12u8
libgsf-1-114:armhf	1.14.50-1+deb12u1
libgsf-1-common	1.14.50-1+deb12u1
libgsm1:armhf	1.0.22-1
libgssapi-krb5-2:armhf	1.20.1-2+deb12u5
libgstreamer-gl1.0-0:armhf	1.22.0-3+deb12u6
libgstreamer-plugins-base1.0-0:armhf	1.22.0-3+deb12u6
libgstreamer1.0-0:armhf	1.22.0-2+deb12u1
libgtk-3-0:armhf	3.24.38-2~deb12u3
libgtk-3-common	3.24.38-2~deb12u3
libgtk2.0-0:armhf	2.24.33-2+deb12u1
libgtk2.0-common	2.24.33-2+deb12u1
libgudev-1.0-0:armhf	237-2
libharfbuzz-icu0:armhf	6.0.0+dfsg-3
libharfbuzz0b:armhf	6.0.0+dfsg-3
libheif1:armhf	1.15.1-1+deb12u1
libhogweed6:armhf	3.8.1-2
libhunspell-1.7-0:armhf	1.7.1-1
libhwy1:armhf	1.0.3-3+deb12u1
libhyphen0:armhf	2.8.8-7
libical3:armhf	3.0.16-1+b1
libice6:armhf	2:1.0.10-1
libicu72:armhf	72.1-3+deb12u1
libid3tag0:armhf	0.15.1b-14
libidn12:armhf	1.41-1
libidn2-0:armhf	2.3.3-1+b1
libiec61883-0:armhf	1.2.0-6+b1
libijs-0.35:armhf	0.35-15
libimlib2:armhf	1.10.0-4+deb12u1
libiniparser1:armhf	4.1-6
libinput-bin	1.22.1-1+deb12u1
libinput10:armhf	1.22.1-1+deb12u1
libip4tc2:armhf	1.8.9-2
libisl23:armhf	0.25-1.1
libjack-jackd2-0:armhf	1.9.21~dfsg-3
libjansson4:armhf	2.14-2
libjavascriptcoregtk-4.0-18:armhf	2.50.6-1~deb12u2
libjbig0:armhf	2.1-6.1
libjbig2dec0:armhf	0.19-3
libjpeg-dev:armhf	1:2.1.5-2
libjpeg62-turbo:armhf	1:2.1.5-2
libjpeg62-turbo-dev:armhf	1:2.1.5-2
libjq1:armhf	1.6-2.1+deb12u2
libjson-c5:armhf	0.16-2
libjson-glib-1.0-0:armhf	1.6.6-1
libjson-glib-1.0-common	1.6.6-1
libjxl0.7:armhf	0.7.0-10+deb12u1
libk5crypto3:armhf	1.20.1-2+deb12u5
libkeyutils1:armhf	1.6.3-2
libklibc:armhf	2.0.12-1
libkmod2:armhf	30+20221128-1
libkrb5-3:armhf	1.20.1-2+deb12u5
libkrb5support0:armhf	1.20.1-2+deb12u5
libksba8:armhf	1.6.3-2
liblapack3:armhf	3.11.0-2
liblcms2-2:armhf	2.14-2+deb12u1
libldap-2.5-0:armhf	2.5.13+dfsg-5
liblerc4:armhf	4.0.0+ds-2
liblilv-0-0:armhf	0.24.14-1
libllvm15:armhf	1:15.0.6-4+b1
liblocale-gettext-perl	1.07-5
liblognorm5:armhf	2.0.6-4
libltdl7:armhf	2.4.7-7~deb12u1
liblua5.2-0:armhf	5.2.4-3
libluajit-5.1-2:armhf	2.1.0~beta3+git20220320+dfsg-4.1+deb12u1
libluajit-5.1-common	2.1.0~beta3+git20220320+dfsg-4.1+deb12u1
liblz4-1:armhf	1.9.4-1
liblzma5:armhf	5.4.1-1+deb12u1
liblzo2-2:armhf	2.10-2
libmanette-0.2-0:armhf	0.2.6-3+b1
libmbedcrypto7:armhf	2.28.3-1
libmd0:armhf	1.0.4-2
libmd4c0:armhf	0.4.8-1
libmenu-cache-bin	1.1.0-1.1
libmenu-cache3:armhf	1.1.0-1.1
libmhash2:armhf	0.9.9.9-9
libmnl0:armhf	1.0.4-3
libmount1:armhf	2.38.1-5+deb12u3
libmp3lame0:armhf	3.100-6
libmpc3:armhf	1.3.1-1
libmpfr6:armhf	4.2.0-1
libmpg123-0:armhf	1.31.2-1+deb12u1
libmtdev1:armhf	1.1.6-1
libmujs2:armhf	1.3.2-1
libmysofa1:armhf	1.3.1~dfsg0-1
libncurses6:armhf	6.4-4
libncursesw6:armhf	6.4-4
libnetplan0:armhf	0.106-2+deb12u1
libnettle8:armhf	3.8.1-2
libnewt0.52:armhf	0.52.23-1+b1
libnghttp2-14:armhf	1.52.0-1+deb12u3
libnl-3-200:armhf	3.7.0-0.2+b1
libnl-genl-3-200:armhf	3.7.0-0.2+b1
libnl-route-3-200:armhf	3.7.0-0.2+b1
libnm0:armhf	1.42.4-1+deb12u1
libnorm1:armhf	1.5.9+dfsg-2
libnotify4:armhf	0.8.1-1
libnpth0:armhf	1.6-3
libnsl-dev:armhf	1.3.0-2
libnsl2:armhf	1.3.0-2
libnspr4:armhf	2:4.35-1
libnss3:armhf	2:3.87.1-1+deb12u3
libnumber-compare-perl	0.03-3
libogg0:armhf	1.3.5-3
libonig5:armhf	6.9.8-1
libopenal-data	1:1.19.1-2
libopenal1:armhf	1:1.19.1-2
libopenjp2-7:armhf	2.5.0-2+deb12u3
libopenmpt0:armhf	0.6.9-1
libopus0:armhf	1.3.1-3
liborc-0.4-0:armhf	1:0.4.33-2
libots0:armhf	0.5.0-8
libp11-kit0:armhf	0.24.1-2
libpam-modules:armhf	1.5.2-6+deb12u2
libpam-modules-bin	1.5.2-6+deb12u2
libpam-runtime	1.5.2-6+deb12u2
libpam-systemd:armhf	252.39-1~deb12u2
libpam0g:armhf	1.5.2-6+deb12u2
libpango-1.0-0:armhf	1.50.12+ds-1
libpangocairo-1.0-0:armhf	1.50.12+ds-1
libpangoft2-1.0-0:armhf	1.50.12+ds-1
libpangoxft-1.0-0:armhf	1.50.12+ds-1
libpaper1:armhf	1.1.29
libparted2:armhf	3.5-3
libpciaccess0:armhf	0.17-2
libpcre2-16-0:armhf	10.42-1
libpcre2-8-0:armhf	10.42-1
libpcsclite1:armhf	1.9.9-2
libperl5.36:armhf	5.36.0-7+deb12u3
libpgm-5.3-0:armhf	5.3.128~dfsg-2
libphonenumber8:armhf	8.12.57+ds-3
libpipeline1:armhf	1.5.7-1
libpipewire-0.3-0:armhf	0.3.65-3+deb12u1
libpixman-1-0:armhf	0.42.2-1
libpkgconf3:armhf	1.8.1-1
libplacebo208:armhf	4.208.0-3
libpng-dev:armhf	1.6.39-2+deb12u5
libpng16-16:armhf	1.6.39-2+deb12u5
libpocketsphinx3:armhf	0.8+5prealpha+1-15
libpolkit-agent-1-0:armhf	122-3
libpolkit-gobject-1-0:armhf	122-3
libpopt0:armhf	1.19+dfsg-1
libpostproc56:armhf	7:5.1.9-0+deb12u1
libproc2-0:armhf	2:4.0.2-3
libprotobuf32:armhf	3.21.12-3+deb12u1
libproxy1v5:armhf	0.4.18-1.2
libpsl5:armhf	0.21.2-1
libpthread-stubs0-dev:armhf	0.4-1
libpulse-mainloop-glib0:armhf	16.1+dfsg1-2+b1
libpulse0:armhf	16.1+dfsg1-2+b1
libpython3-stdlib:armhf	3.11.2-1+b1
libpython3.11-minimal:armhf	3.11.2-6+deb12u8
libpython3.11-stdlib:armhf	3.11.2-6+deb12u8
libqt5core5a:armhf	5.15.8+dfsg-11+deb12u3
libqt5dbus5:armhf	5.15.8+dfsg-11+deb12u3
libqt5gui5:armhf	5.15.8+dfsg-11+deb12u3
libqt5network5:armhf	5.15.8+dfsg-11+deb12u3
libqt5svg5:armhf	5.15.8-3
libqt5widgets5:armhf	5.15.8+dfsg-11+deb12u3
librabbitmq4:armhf	0.11.0-1+deb12u2
libraptor2-0:armhf	2.0.15-4+deb12u1
librasqal3:armhf	0.9.33-2
librav1e0:armhf	0.5.1-6
libraw1394-11:armhf	2.1.2-2
librdf0:armhf	1.0.17-3
libreadline8:armhf	8.2-1.3
librevenge-0.0-0:armhf	0.0.5-3
librist4:armhf	0.2.7+dfsg-1
librsvg2-2:armhf	2.54.7+dfsg-1~deb12u1
librsvg2-common:armhf	2.54.7+dfsg-1~deb12u1
librtmp1:armhf	2.4+20151223.gitfa8646d.1-2+b2
librubberband2:armhf	3.1.2+dfsg0-1
libsamplerate0:armhf	0.2.2-3
libsasl2-2:armhf	2.1.28+dfsg-10
libsasl2-modules-db:armhf	2.1.28+dfsg-10
libsdl2-2.0-0:armhf	2.26.5+dfsg-1
libseccomp2:armhf	2.5.4-1+deb12u1
libsecret-1-0:armhf	0.20.5-3
libsecret-common	0.20.5-3
libselinux1:armhf	3.4-1+b6
libsemanage-common	3.4-1
libsemanage2:armhf	3.4-1+b5
libsensors-config	1:3.6.0-7.1
libsensors5:armhf	1:3.6.0-7.1
libsepol2:armhf	3.4-2.1
libserd-0-0:armhf	0.30.16-1
libshine3:armhf	3.1.1-2
libshout3:armhf	2.4.6-1+b1
libsixel1:armhf	1.10.3-3
libslang2:armhf	2.3.3-3
libsm6:armhf	2:1.2.3-1
libsmartcols1:armhf	2.38.1-5+deb12u3
libsnappy1v5:armhf	1.1.9-3
libsndfile1:armhf	1.2.0-1+deb12u1
libsndio7.0:armhf	1.9.0-0.3+b2
libsodium23:armhf	1.0.18-1+deb12u1
libsord-0-0:armhf	0.16.14+git221008-1
libsoup-3.0-0:armhf	3.2.3-0+deb12u2
libsoup-3.0-common	3.2.3-0+deb12u2
libsoup2.4-1:armhf	2.74.3-1+deb12u1
libsoup2.4-common	2.74.3-1+deb12u1
libsoxr0:armhf	0.1.3-4
libspa-0.2-modules:armhf	0.3.65-3+deb12u1
libspectre1:armhf	0.2.12-1
libspeex1:armhf	1.2.1-2
libsphinxbase3:armhf	0.8+5prealpha+1-16
libsqlite3-0:armhf	3.40.1-2+deb12u2
libsratom-0-0:armhf	0.6.14-1
libsrt1.5-gnutls:armhf	1.5.1-1+deb12u1
libss2:armhf	1.47.0-2+b2
libssh-gcrypt-4:armhf	0.10.6-0+deb12u2
libssh2-1:armhf	1.10.0-3+b1
libssl-dev:armhf	3.0.20-1~deb12u2
libssl3:armhf	3.0.20-1~deb12u2
libstdc++-12-dev:armhf	12.2.0-14+deb12u1
libstdc++6:armhf	12.2.0-14+deb12u1
libsvtav1enc1:armhf	1.4.1+dfsg-1
libswresample4:armhf	7:5.1.9-0+deb12u1
libswscale6:armhf	7:5.1.9-0+deb12u1
libsystemd-shared:armhf	252.39-1~deb12u2
libsystemd0:armhf	252.39-1~deb12u2
libtag1v5:armhf	1.13-2+deb12u1
libtag1v5-vanilla:armhf	1.13-2+deb12u1
libtasn1-6:armhf	4.19.0-2+deb12u1
libtcl8.6:armhf	8.6.13+dfsg-2
libtdb1:armhf	1.4.8-2
libtext-glob-perl	0.11-3
libtext-iconv-perl:armhf	1.7-8
libthai-data	0.1.29-1
libthai0:armhf	0.1.29-1
libtheora0:armhf	1.1.1+dfsg.1-16.1+deb12u1
libtidy5deb1:armhf	2:5.6.0-11
libtiff6:armhf	4.5.0-6+deb12u4
libtinfo6:armhf	6.4-4
libtirpc-common	1.3.3+ds-1
libtirpc-dev:armhf	1.3.3+ds-1
libtirpc3:armhf	1.3.3+ds-1
libtwolame0:armhf	0.4.0-2
libubsan1:armhf	12.2.0-14+deb12u1
libuchardet0:armhf	0.0.7-1
libudev1:armhf	252.39-1~deb12u2
libudfread0:armhf	1.1.2-1
libunistring2:armhf	1.0-2
libunwind8:armhf	1.6.2-3
libusb-1.0-0:armhf	2:1.0.26-1
libutempter0:armhf	1.2.1-3
libuuid1:armhf	2.38.1-5+deb12u3
libv4l-0:armhf	1.22.1-5+b2
libv4l2rds0:armhf	1.22.1-5+b2
libv4lconvert0:armhf	1.22.1-5+b2
libva-drm2:armhf	2.17.0-1
libva-wayland2:armhf	2.17.0-1
libva-x11-2:armhf	2.17.0-1
libva2:armhf	2.17.0-1
libvdpau1:armhf	1.5-2
libvidstab1.1:armhf	1.1.0-2+b1
libvisual-0.4-0:armhf	0.4.0-19
libvorbis0a:armhf	1.3.7-1
libvorbisenc2:armhf	1.3.7-1
libvorbisfile3:armhf	1.3.7-1
libvpx7:armhf	1.12.0-1+deb12u5
libvte-2.91-0:armhf	0.70.6-2~deb12u1
libvte-2.91-common	0.70.6-2~deb12u1
libvulkan1:armhf	1.3.239.0-1
libwacom-common	2.6.0-1
libwacom9:armhf	2.6.0-1
libwavpack1:armhf	5.6.0-1
libwayland-client0:armhf	1.21.0-1
libwayland-cursor0:armhf	1.21.0-1
libwayland-egl1:armhf	1.21.0-1
libwayland-server0:armhf	1.21.0-1
libwebkit2gtk-4.0-37:armhf	2.50.6-1~deb12u2
libwebp-dev:armhf	1.2.4-0.2+deb12u1
libwebp7:armhf	1.2.4-0.2+deb12u1
libwebpdemux2:armhf	1.2.4-0.2+deb12u1
libwebpmux3:armhf	1.2.4-0.2+deb12u1
libwebrtc-audio-processing1:armhf	0.3-1+b1
libwmf-0.2-7:armhf	0.2.12-5.1
libwmflite-0.2-7:armhf	0.2.12-5.1
libwoff1:armhf	1.0.2-2
libwpd-0.10-10:armhf	0.10.3-2+b1
libwpg-0.3-3:armhf	0.3.3-1
libwrap0:armhf	7.6.q-32
libwv-1.2-4:armhf	1.2.9-5
libx11-6:armhf	2:1.8.4-2+deb12u2
libx11-data	2:1.8.4-2+deb12u2
libx11-dev:armhf	2:1.8.4-2+deb12u2
libx11-xcb1:armhf	2:1.8.4-2+deb12u2
libx264-164:armhf	2:0.164.3095+gitbaee400-3
libx265-199:armhf	3.5-2+b1
libxau-dev:armhf	1:1.0.9-1
libxau6:armhf	1:1.0.9-1
libxaw7:armhf	2:1.0.14-1
libxcb-dri2-0:armhf	1.15-1
libxcb-dri3-0:armhf	1.15-1
libxcb-glx0:armhf	1.15-1
libxcb-icccm4:armhf	0.4.1-1.1
libxcb-image0:armhf	0.4.0-2
libxcb-keysyms1:armhf	0.4.0-1+b2
libxcb-present0:armhf	1.15-1
libxcb-randr0:armhf	1.15-1
libxcb-render-util0:armhf	0.3.9-1+b1
libxcb-render0:armhf	1.15-1
libxcb-shape0:armhf	1.15-1
libxcb-shm0:armhf	1.15-1
libxcb-sync1:armhf	1.15-1
libxcb-util1:armhf	0.4.0-1+b1
libxcb-xfixes0:armhf	1.15-1
libxcb-xinerama0:armhf	1.15-1
libxcb-xinput0:armhf	1.15-1
libxcb-xkb1:armhf	1.15-1
libxcb1:armhf	1.15-1
libxcb1-dev:armhf	1.15-1
libxcomposite1:armhf	1:0.4.5-1
libxcursor1:armhf	1:1.2.1-1
libxcvt0:armhf	0.1.2-1
libxdamage1:armhf	1:1.1.6-1
libxdmcp-dev:armhf	1:1.1.2-3
libxdmcp6:armhf	1:1.1.2-3
libxext6:armhf	2:1.3.4-1+b1
libxfixes3:armhf	1:6.0.0-2
libxfont2:armhf	1:2.0.6-1+deb12u1
libxft2:armhf	2.3.6-1
libxi6:armhf	2:1.8-1+b1
libxinerama1:armhf	2:1.1.4-3
libxkbcommon-x11-0:armhf	1.5.0-1
libxkbcommon0:armhf	1.5.0-1
libxkbfile1:armhf	1:1.1.0-1
libxml2:armhf	2.9.14+dfsg-1.3~deb12u6
libxmu6:armhf	2:1.1.3-3
libxmuu1:armhf	2:1.1.3-3
libxpm4:armhf	1:3.5.12-1.1+deb12u1
libxpresent1:armhf	1.0.0-2+b10
libxrandr2:armhf	2:1.5.2-2+b1
libxrender1:armhf	1:0.9.10-1.1
libxshmfence1:armhf	1.3-1
